STORE_SUBGROUP_DATE_ID,TOTAL_SALES
000006_Accessories_2024-01-01,1040.790110515415
000006_Accessories_2024-01-02,1022.8784608197521
000006_Accessories_2024-01-03,1031.480700085239
000006_Accessories_2024-01-04,1036.540473308008
000006_Accessories_2024-01-05,1027.135652494247
000006_Accessories_2024-01-06,1026.5126583659871
000006_Accessories_2024-01-07,1024.6472406950284
000006_Apparel_2024-01-01,209.09405094223462
000006_Apparel_2024-01-02,209.09405094223462
000006_Apparel_2024-01-03,208.99692587509193
000006_Apparel_2024-01-04,209.09405094223462
000006_Apparel_2024-01-05,208.53319543457712
000006_Apparel_2024-01-06,208.59874512795346
000006_Apparel_2024-01-07,208.56003901051992
000006_Arts & Crafts_2024-01-01,52.448435357131956
000006_Arts & Crafts_2024-01-02,52.448435357131956
000006_Arts & Crafts_2024-01-03,52.30282383110388
000006_Arts & Crafts_2024-01-04,52.448435357131956
000006_Arts & Crafts_2024-01-05,52.155560831700214
000006_Arts & Crafts_2024-01-06,52.1836122218398
000006_Arts & Crafts_2024-01-07,52.1449061044062
000006_Bakeware_2024-01-01,223.23259965278612
000006_Bakeware_2024-01-02,223.23259965278612
000006_Bakeware_2024-01-03,223.13547458564344
000006_Bakeware_2024-01-04,223.23259965278612
000006_Bakeware_2024-01-05,222.67174414512863
000006_Bakeware_2024-01-06,222.73729383850497
000006_Bakeware_2024-01-07,222.74213977757574
000006_Baking_2024-01-01,42.731891692088965
000006_Baking_2024-01-02,42.731891692088965
000006_Baking_2024-01-03,42.740483465314725
000006_Baking_2024-01-04,42.731891692088965
000006_Baking_2024-01-05,42.751138192608735
000006_Baking_2024-01-06,42.77918958274831
000006_Baking_2024-01-07,42.740483465314725
000006_Baseball_2024-01-01,569.4828568717594
000006_Baseball_2024-01-02,565.6032245503015
000006_Baseball_2024-01-03,565.8566181968847
000006_Baseball_2024-01-04,566.2251561970813
000006_Baseball_2024-01-05,566.4925516571221
000006_Baseball_2024-01-06,563.7767243240936
000006_Baseball_2024-01-07,564.7589588435806
000006_Bedroom_2024-01-01,294.1384058976877
000006_Bedroom_2024-01-02,290.19743663577214
000006_Bedroom_2024-01-03,292.60735378361227
000006_Bedroom_2024-01-04,291.1584470821721
000006_Bedroom_2024-01-05,291.28392329315534
000006_Bedroom_2024-01-06,291.8107083128524
000006_Bedroom_2024-01-07,292.72072704686946
000006_Biography_2024-01-01,49.53986406810175
000006_Biography_2024-01-02,49.53986406810175
000006_Biography_2024-01-03,49.39425254207367
000006_Biography_2024-01-04,49.53986406810175
000006_Biography_2024-01-05,49.24698954267
000006_Biography_2024-01-06,49.27504093280959
000006_Biography_2024-01-07,49.236334815376
000006_Board Games_2024-01-01,67.69236505556442
000006_Board Games_2024-01-02,67.69236505556442
000006_Board Games_2024-01-03,67.55774168518496
000006_Board Games_2024-01-04,67.69236505556442
000006_Board Games_2024-01-05,67.13150954790696
000006_Board Games_2024-01-06,67.15956093804655
000006_Board Games_2024-01-07,67.12085482061295
000006_Bottoms_2024-01-01,202.13463596860453
000006_Bottoms_2024-01-02,202.13463596860453
000006_Bottoms_2024-01-03,202.03751090146187
000006_Bottoms_2024-01-04,202.13463596860453
000006_Bottoms_2024-01-05,201.5737804609471
000006_Bottoms_2024-01-06,201.6393301543234
000006_Bottoms_2024-01-07,201.60062403688983
000006_Boys_2024-01-01,218.48630670886888
000006_Boys_2024-01-02,218.48630670886888
000006_Boys_2024-01-03,218.38918164172622
000006_Boys_2024-01-04,218.48630670886888
000006_Boys_2024-01-05,217.92545120121144
000006_Boys_2024-01-06,217.99100089458776
000006_Boys_2024-01-07,217.95229477715418
000006_Camping_2024-01-01,222.77219766801306
000006_Camping_2024-01-02,222.77219766801306
000006_Camping_2024-01-03,222.6750726008704
000006_Camping_2024-01-04,222.77219766801306
000006_Camping_2024-01-05,222.21134216035563
000006_Camping_2024-01-06,222.27689185373194
000006_Camping_2024-01-07,222.28173779280272
000006_Canned Goods_2024-01-01,40.742898295822236
000006_Canned Goods_2024-01-02,40.742898295822236
000006_Canned Goods_2024-01-03,40.742898295822236
000006_Canned Goods_2024-01-04,40.742898295822236
000006_Canned Goods_2024-01-05,40.75355302311625
000006_Canned Goods_2024-01-06,40.77179450392423
000006_Canned Goods_2024-01-07,40.742898295822236
000006_Card Games_2024-01-01,56.245732194413115
000006_Card Games_2024-01-02,56.245732194413115
000006_Card Games_2024-01-03,56.11110882403366
000006_Card Games_2024-01-04,56.245732194413115
000006_Card Games_2024-01-05,55.68487668675565
000006_Card Games_2024-01-06,55.71292807689524
000006_Card Games_2024-01-07,55.67422195946165
000006_Children's Learning_2024-01-01,41.90236634120768
000006_Children's Learning_2024-01-02,41.90236634120768
000006_Children's Learning_2024-01-03,41.91095811443344
000006_Children's Learning_2024-01-04,41.90236634120768
000006_Children's Learning_2024-01-05,41.92161284172745
000006_Children's Learning_2024-01-06,41.949664231867025
000006_Children's Learning_2024-01-07,41.91095811443344
000006_Chips_2024-01-01,47.803606575689145
000006_Chips_2024-01-02,47.803606575689145
000006_Chips_2024-01-03,47.812198348914904
000006_Chips_2024-01-04,47.803606575689145
000006_Chips_2024-01-05,47.822853076208915
000006_Chips_2024-01-06,47.850904466348496
000006_Chips_2024-01-07,47.812198348914904
000006_Cleansers_2024-01-01,87.20345186853429
000006_Cleansers_2024-01-02,87.20345186853429
000006_Cleansers_2024-01-03,87.06882849815483
000006_Cleansers_2024-01-04,87.20345186853429
000006_Cleansers_2024-01-05,86.64259636087682
000006_Cleansers_2024-01-06,86.67064775101642
000006_Cleansers_2024-01-07,86.63194163358281
000006_Coffee_2024-01-01,45.98290905569094
000006_Coffee_2024-01-02,45.98290905569094
000006_Coffee_2024-01-03,45.83729752966286
000006_Coffee_2024-01-04,45.98290905569094
000006_Coffee_2024-01-05,45.847952256956866
000006_Coffee_2024-01-06,45.87600364709644
000006_Coffee_2024-01-07,45.83729752966286
000006_Cookies_2024-01-01,44.6106720359755
000006_Cookies_2024-01-02,44.6106720359755
000006_Cookies_2024-01-03,44.61926380920126
000006_Cookies_2024-01-04,44.6106720359755
000006_Cookies_2024-01-05,44.62991853649527
000006_Cookies_2024-01-06,44.65796992663485
000006_Cookies_2024-01-07,44.61926380920126
000006_Desktops_2024-01-01,1468.5258855978714
000006_Desktops_2024-01-02,1463.1840904926662
000006_Desktops_2024-01-03,1458.0049084419134
000006_Desktops_2024-01-04,1465.615813896207
000006_Desktops_2024-01-05,1457.8467575499062
000006_Desktops_2024-01-06,1467.5144994803536
000006_Desktops_2024-01-07,1466.5062011927882
000006_Dining_2024-01-01,193.4978048102972
000006_Dining_2024-01-02,193.4978048102972
000006_Dining_2024-01-03,193.4006797431545
000006_Dining_2024-01-04,193.4978048102972
000006_Dining_2024-01-05,192.93694930263973
000006_Dining_2024-01-06,193.00249899601607
000006_Dining_2024-01-07,192.9637928785825
000006_Dresses_2024-01-01,132.23297655443992
000006_Dresses_2024-01-02,132.23297655443992
000006_Dresses_2024-01-03,132.12435284626434
000006_Dresses_2024-01-04,132.23297655443992
000006_Dresses_2024-01-05,131.67212104678242
000006_Dresses_2024-01-06,131.72617209912593
000006_Dresses_2024-01-07,131.68746598169236
000006_Equipment_2024-01-01,226.88022930126573
000006_Equipment_2024-01-02,226.8802464404303
000006_Equipment_2024-01-03,226.25403535747364
000006_Equipment_2024-01-04,226.88022930126573
000006_Equipment_2024-01-05,226.31937379360824
000006_Equipment_2024-01-06,226.35688923600964
000006_Equipment_2024-01-07,226.38976942605535
000006_Eyes_2024-01-01,145.2241097565633
000006_Eyes_2024-01-02,145.2241097565633
000006_Eyes_2024-01-03,145.12698468942057
000006_Eyes_2024-01-04,145.2241097565633
000006_Eyes_2024-01-05,144.66325424890584
000006_Eyes_2024-01-06,144.72880394228216
000006_Eyes_2024-01-07,144.69009782484858
000006_Face_2024-01-01,118.85660589957575
000006_Face_2024-01-02,118.85660589957575
000006_Face_2024-01-03,118.72198252919628
000006_Face_2024-01-04,118.85660589957575
000006_Face_2024-01-05,118.29575039191829
000006_Face_2024-01-06,118.32380178205787
000006_Face_2024-01-07,118.28509566462428
000006_Figures_2024-01-01,49.31340395451697
000006_Figures_2024-01-02,49.31340395451697
000006_Figures_2024-01-03,49.167792428488895
000006_Figures_2024-01-04,49.31340395451697
000006_Figures_2024-01-05,49.02052942908522
000006_Figures_2024-01-06,49.04858081922481
000006_Figures_2024-01-07,49.00987470179122
000006_Girls_2024-01-01,169.01902801663832
000006_Girls_2024-01-02,169.01902801663832
000006_Girls_2024-01-03,168.92190294949557
000006_Girls_2024-01-04,169.01902801663832
000006_Girls_2024-01-05,168.45817250898085
000006_Girls_2024-01-06,168.52372220235713
000006_Girls_2024-01-07,168.48501608492356
000006_Headphones_2024-01-01,1483.5047459224547
000006_Headphones_2024-01-02,1465.471439208341
000006_Headphones_2024-01-03,1473.7159330599563
000006_Headphones_2024-01-04,1486.2537891411664
000006_Headphones_2024-01-05,1468.6818174409225
000006_Headphones_2024-01-06,1488.5506586725348
000006_Headphones_2024-01-07,1483.4676441855818
000006_Hiking_2024-01-01,218.19547575075222
000006_Hiking_2024-01-02,218.19547575075222
000006_Hiking_2024-01-03,218.09835068360954
000006_Hiking_2024-01-04,218.19547575075222
000006_Hiking_2024-01-05,217.63462024309473
000006_Hiking_2024-01-06,217.70016993647107
000006_Hiking_2024-01-07,217.66146381903752
000006_History_2024-01-01,85.32078566349244
000006_History_2024-01-02,85.32078566349244
000006_History_2024-01-03,85.18616229311299
000006_History_2024-01-04,85.32078566349244
000006_History_2024-01-05,84.75993015583498
000006_History_2024-01-06,84.78798154597457
000006_History_2024-01-07,84.74927542854098
000006_Home Audio_2024-01-01,995.0978807658347
000006_Home Audio_2024-01-02,993.9003938669039
000006_Home Audio_2024-01-03,999.2839653620538
000006_Home Audio_2024-01-04,993.961645016836
000006_Home Audio_2024-01-05,989.3380909638702
000006_Home Audio_2024-01-06,996.5590575980373
000006_Home Audio_2024-01-07,991.7905572536899
000006_Infants_2024-01-01,221.93224797168557
000006_Infants_2024-01-02,221.93224797168557
000006_Infants_2024-01-03,221.83512290454289
000006_Infants_2024-01-04,221.93224797168557
000006_Infants_2024-01-05,221.37139246402808
000006_Infants_2024-01-06,221.43694215740442
000006_Infants_2024-01-07,221.4417880964752
000006_Jackets_2024-01-01,138.86399473796536
000006_Jackets_2024-01-02,138.86399473796536
000006_Jackets_2024-01-03,138.72937136758588
000006_Jackets_2024-01-04,138.86399473796536
000006_Jackets_2024-01-05,138.30313923030786
000006_Jackets_2024-01-06,138.33119062044744
000006_Jackets_2024-01-07,138.29248450301387
000006_Juice_2024-01-01,38.91103313817263
000006_Juice_2024-01-02,38.91103313817263
000006_Juice_2024-01-03,38.91103313817263
000006_Juice_2024-01-04,38.91103313817263
000006_Juice_2024-01-05,38.91103313817263
000006_Juice_2024-01-06,38.91103313817263
000006_Juice_2024-01-07,38.91103313817263
000006_Laptops_2024-01-01,988.1511597179283
000006_Laptops_2024-01-02,972.1501189622411
000006_Laptops_2024-01-03,984.0258881085829
000006_Laptops_2024-01-04,985.887047718817
000006_Laptops_2024-01-05,980.2695178664545
000006_Laptops_2024-01-06,967.7687525686374
000006_Laptops_2024-01-07,972.5825886368488
000006_Learning_2024-01-01,43.78503834737076
000006_Learning_2024-01-02,43.78503834737076
000006_Learning_2024-01-03,43.79363012059652
000006_Learning_2024-01-04,43.78503834737076
000006_Learning_2024-01-05,43.80428484789053
000006_Learning_2024-01-06,43.8323362380301
000006_Learning_2024-01-07,43.79363012059652
000006_Lips_2024-01-01,101.85116817839176
000006_Lips_2024-01-02,101.85116817839176
000006_Lips_2024-01-03,101.75404311124903
000006_Lips_2024-01-04,101.85116817839176
000006_Lips_2024-01-05,101.2903126707343
000006_Lips_2024-01-06,101.3558623641106
000006_Lips_2024-01-07,101.31715624667703
000006_Living Room_2024-01-01,180.81163940861092
000006_Living Room_2024-01-02,180.81163940861092
000006_Living Room_2024-01-03,180.71451434146817
000006_Living Room_2024-01-04,180.81163940861092
000006_Living Room_2024-01-05,180.25078390095342
000006_Living Room_2024-01-06,180.31633359432973
000006_Living Room_2024-01-07,180.27762747689616
000006_Major Appliances_2024-01-01,224.06797611356302
000006_Major Appliances_2024-01-02,224.06797611356302
000006_Major Appliances_2024-01-03,223.97085104642036
000006_Major Appliances_2024-01-04,224.06797611356302
000006_Major Appliances_2024-01-05,223.50712060590558
000006_Major Appliances_2024-01-06,223.5726702992819
000006_Major Appliances_2024-01-07,223.53396418184832
000006_Moisturizers_2024-01-01,56.6857654600105
000006_Moisturizers_2024-01-02,56.6857654600105
000006_Moisturizers_2024-01-03,56.55114208963104
000006_Moisturizers_2024-01-04,56.6857654600105
000006_Moisturizers_2024-01-05,56.124909952353036
000006_Moisturizers_2024-01-06,56.15296134249263
000006_Moisturizers_2024-01-07,56.11425522505903
000006_Mystery_2024-01-01,47.091096593375894
000006_Mystery_2024-01-02,46.71789795118492
000006_Mystery_2024-01-03,46.72648972441068
000006_Mystery_2024-01-04,46.71789795118492
000006_Mystery_2024-01-05,46.737144451704694
000006_Mystery_2024-01-06,46.765195841844275
000006_Mystery_2024-01-07,46.72648972441068
000006_Nuts_2024-01-01,43.88760058901937
000006_Nuts_2024-01-02,43.88760058901937
000006_Nuts_2024-01-03,43.89619236224513
000006_Nuts_2024-01-04,43.88760058901937
000006_Nuts_2024-01-05,43.90684708953914
000006_Nuts_2024-01-06,43.934898479678715
000006_Nuts_2024-01-07,43.89619236224513
000006_Outerwear_2024-01-01,255.95184808426362
000006_Outerwear_2024-01-02,254.12979194582073
000006_Outerwear_2024-01-03,254.63707152983253
000006_Outerwear_2024-01-04,255.05519937743088
000006_Outerwear_2024-01-05,255.37174607608637
000006_Outerwear_2024-01-06,254.3305358849376
000006_Outerwear_2024-01-07,254.37407080227734
000006_Pants_2024-01-01,153.40450213372694
000006_Pants_2024-01-02,153.40450213372694
000006_Pants_2024-01-03,153.2698787633475
000006_Pants_2024-01-04,153.40450213372694
000006_Pants_2024-01-05,152.84364662606947
000006_Pants_2024-01-06,152.87169801620905
000006_Pants_2024-01-07,152.83299189877548
000006_Pasta_2024-01-01,38.91103313817263
000006_Pasta_2024-01-02,38.91103313817263
000006_Pasta_2024-01-03,38.91103313817263
000006_Pasta_2024-01-04,38.91103313817263
000006_Pasta_2024-01-05,38.91103313817263
000006_Pasta_2024-01-06,38.91103313817263
000006_Pasta_2024-01-07,38.91103313817263
000006_Playsets_2024-01-01,41.701996876945806
000006_Playsets_2024-01-02,41.701996876945806
000006_Playsets_2024-01-03,41.701996876945806
000006_Playsets_2024-01-04,41.701996876945806
